bfs_cost_of_path,bfs_max_ram_usage,bfs_max_search_depth, bfs_nodes_expanded ,bfs_path_to_goal,bfs_running_time, bfs_search_depth ,dfs_cost_of_path,dfs_max_ram_usage, dfs_max_search_depth , dfs_nodes_expanded ,dfs_running_time, dfs_search_depth ,grid,i
21,0.4479188992,22," 78,369 ",RULLURRDLLDRUULDDRULU,1.7424252033, 21 ,66013,0.4658151424," 66,123 "," 100,631 ",1.8670821190," 66,013 ","6,1,7,5,2,8,3,0,4",415
21,0.2332246016,22," 58,848 ",DDLURDRUULDRULLDDRULU,1.2466893196, 21 ,65969,0.4658151424," 66,087 "," 98,598 ",1.8703122139," 65,969 ","1,0,7,4,5,8,2,3,6",416
22,0.4498653184,23," 74,100 ",UURDLDRULURDRULLDDRULU,1.5871055126, 22 ,65648,0.4657610752," 65,982 "," 101,669 ",1.8800873756," 65,648 ","6,3,5,2,1,7,0,4,8",417
15,0.0572948480,16," 8,254 ",RULDLURDRUULDLU,0.1309995651, 15 ,65401,0.4655988736," 65,413 "," 91,154 ",1.8861010075," 65,401 ","3,2,5,6,8,7,1,0,4",418
21,0.4479188992,22," 78,453 ",RDLLURRDLLURRDDLURULL,1.6141934395, 21 ,65601,0.4658151424," 66,123 "," 103,381 ",1.8984103203," 65,601 ","7,0,3,5,2,1,6,8,4",419
27,0.8667103232,28," 172,493 ",ULDDRULLDRULURDDRUULDDRULLU,3.4045414925, 27 ,66027,0.4658151424," 66,125 "," 100,081 ",1.8999977112," 66,027 ","4,8,5,1,3,0,2,7,6",420
17,0.2214379520,18," 14,676 ",DLURRDLLURRDDLULU,0.4519991875, 17 ,65599,0.4658151424," 66,123 "," 103,368 ",1.9166917801," 65,599 ","7,0,3,2,4,1,6,8,5",421
28,0.8671428608,29," 179,819 ",RUULDDRUURDDLUURDLULDDRRULUL,3.5620284081, 28 ,65832,0.4657610752," 65,982 "," 99,982 ",1.9179995060," 65,832 ","6,7,8,4,3,5,0,1,2",422
22,0.4498112512,23," 87,908 ",RUURDDLUULDRURDDLLURUL,1.7794315815, 22 ,65278,0.4657610752," 65,982 "," 103,801 ",1.9244747162," 65,278 ","3,8,6,1,5,4,0,7,2",423
23,0.4508385280,24," 111,581 ",DRULDRRULURDLDLUURDDLUU,2.1914954185, 23 ,64507,0.4658692096," 66,056 "," 106,577 ",1.9250838757," 64,507 ","6,5,3,0,4,8,2,7,1",424
22,0.4498653184,23," 82,775 ",DRDRUULDRDLULDRRUULDLU,1.7979993820, 22 ,65262,0.4657610752," 65,982 "," 103,863 ",1.9271788597," 65,262 ","0,5,6,3,1,8,4,2,7",425
22,0.4498653184,23," 77,617 ",DDRRULLURDLDRRULLDRULU,1.6631741524, 22 ,65834,0.4657610752," 65,982 "," 99,414 ",1.9280741215," 65,834 ","0,3,2,5,8,6,1,7,4",426
22,0.4498653184,23," 93,788 ",RRDDLLUURDLURRDLDLURUL,1.8868453503, 22 ,65528,0.4657610752," 65,982 "," 102,618 ",1.9300589561," 65,528 ","0,5,6,7,1,4,3,8,2",427
24,0.4499193856,25," 116,746 ",DDRUULDRURDDLLURRDLLURUL,2.3912432194, 24 ,65694,0.4657610752," 65,982 "," 101,580 ",1.9319989681," 65,694 ","0,7,4,6,5,2,1,8,3",428
26,0.4499193856,27," 161,023 ",UULLDRRDLLURRDLURULLDRRULL,3.2435514927, 26 ,65792,0.4658151424," 66,126 "," 102,230 ",1.9360957146," 65,792 ","5,4,1,2,6,7,8,3,0",429
25,0.4508385280,26," 145,570 ",URDLDRULURDLDRULURDRULDLU,3.0213930607, 25 ,65677,0.4658692096," 66,056 "," 102,633 ",1.9482154846," 65,677 ","6,7,5,0,4,1,3,2,8",430
27,0.8667103232,28," 175,897 ",DLULURDDLUURDRDLLURRDLURULL,3.6299021244, 27 ,65825,0.4658151424," 66,125 "," 102,143 ",1.9686806202," 65,825 ","8,6,5,1,2,0,4,7,3",431
22,0.4498653184,23," 75,363 ",UURDRULLDRRDLLUURRDLLU,1.4891049862, 22 ,64604,0.4657610752," 65,982 "," 107,182 ",1.9692239761," 64,604 ","4,3,5,7,1,6,0,8,2",432
16,0.0583761920,17," 10,832 ",RURDLUURDDLLURUL,0.4910006523, 16 ,65576,0.4657610752," 65,982 "," 101,908 ",1.9882433414," 65,576 ","1,3,4,6,5,8,0,7,2",433
26,0.8684404736,27," 163,994 ",ULDRURDDLUURDDLUURDLLDRULU,3.2060704231, 26 ,65076,0.4658151424," 66,122 "," 105,530 ",1.9951362610," 65,076 ","8,7,6,3,0,5,4,2,1",434
18,0.2233303040,19," 20,377 ",DLURDLDRULLDRRULUL,0.3361003399, 18 ,66410,0.4658692096," 66,476 "," 97,151 ",1.9953303337," 66,410 ","1,7,0,5,2,4,3,8,6",435
19,0.2273853440,20," 42,062 ",RRDLURULLDDRRUULDLU,0.8689985275, 19 ,65151,0.4658692096," 66,056 "," 105,082 ",1.9980914593," 65,151 ","2,5,8,0,3,6,4,7,1",436
23,0.4508385280,24," 121,440 ",LDRULLDRULURDLDRURDLUUL,2.5094757080, 23 ,63785,0.4658151424," 66,125 "," 110,326 ",1.9981646538," 63,785 ","8,1,2,6,5,0,4,7,3",437
24,0.4499193856,25," 132,966 ",LUULDRRULLDRRDLLURDRULUL,2.6806361675, 24 ,65208,0.4658151424," 66,126 "," 104,957 ",2.0002853870," 65,208 ","2,1,3,4,7,6,5,8,0",438
15,0.0570245120,16," 7,229 ",LUURRDLLDRRULUL,0.1161820889, 15 ,65975,0.4658151424," 66,072 "," 96,925 ",2.0019998550," 65,975 ","5,1,4,3,8,2,6,0,7",439
25,0.4508385280,26," 144,702 ",UULDRRULDDLUURDLDRURDLLUU,2.9926228523, 25 ,64581,0.4658151424," 66,123 "," 107,649 ",2.0023233891," 64,581 ","2,6,4,8,1,3,7,0,5",440
18,0.2234384384,19," 21,453 ",URDRULDLURULDRRULL,0.5164563656, 18 ,64688,0.4657610752," 65,982 "," 106,895 ",2.0056226254," 64,688 ","2,3,5,7,6,8,0,4,1",441
24,0.4499193856,25," 135,422 ",RULURRDDLULDRURULLDRRULL,2.7034456730, 24 ,65688,0.4657610752," 65,982 "," 101,563 ",2.0070726871," 65,688 ","7,2,5,6,8,4,0,1,3",442
26,0.8670887936,27," 165,630 ",DLLDRUULDDRURDLLURRULLDRUL,3.3590812683, 26 ,64702,0.4658692096," 66,488 "," 107,402 ",2.0174994469," 64,702 ","2,8,0,7,1,5,4,6,3",443
19,0.2267906048,20," 29,767 ",UULDRRULDRDLURULDLU,0.6890878677, 19 ,64887,0.4658151424," 66,123 "," 106,442 ",2.0261485577," 64,887 ","5,4,7,3,8,2,6,0,1",444
24,0.4499193856,25," 120,317 ",UURDRDLUURDDLLUURDDRULLU,2.4145729542, 24 ,65198,0.4657610752," 65,982 "," 104,568 ",2.0277917385," 65,198 ","6,4,3,5,1,7,0,8,2",445
26,0.4499193856,27," 162,365 ",DRURDDLULDRUULDRRULDRDLUUL,3.3967306614, 26 ,64280,0.4657610752," 65,982 "," 108,200 ",2.0282793045," 64,280 ","0,6,3,2,8,7,1,5,4",446
23,0.4508385280,24," 100,076 ",UULDDRRUULDRDLULDRRULLU,2.0550472736, 23 ,64043,0.4658151424," 66,123 "," 109,625 ",2.0330607891," 64,043 ","2,1,6,3,4,8,5,0,7",447
22,0.4498653184,23," 77,804 ",DDRRULLDRULURDLDRURULL,1.5760145187, 22 ,63710,0.4657610752," 65,982 "," 110,487 ",2.0400183201," 63,710 ","0,1,5,7,4,8,6,2,3",448
26,0.4499193856,27," 165,190 ",URRULDRDLUULDDRULURDRULDLU,3.2283267975, 26 ,64008,0.4657610752," 65,982 "," 109,617 ",2.0451345444," 64,008 ","3,5,6,2,4,7,0,8,1",449
23,0.4507844608,24," 121,739 ",RULULDDRULDRRUULLDRRULL,2.4681453705, 23 ,64733,0.4658151424," 66,123 "," 106,998 ",2.0461742878," 64,733 ","5,6,4,2,8,7,3,0,1",450
22,0.4498112512,23," 89,757 ",RDLDRUURDDLUULDDRURULL,1.8789975643, 22 ,63756,0.4657610752," 65,982 "," 110,301 ",2.0471444130," 63,756 ","0,2,7,8,6,5,1,3,4",451
26,0.8684404736,27," 167,012 ",URDDLLURRDLLUURDLURRDDLLUU,3.6370491982, 26 ,64168,0.4658151424," 66,122 "," 109,050 ",2.0539984703," 64,168 ","4,7,6,8,0,1,5,2,3",452
22,0.4506763264,23," 94,222 ",DLURRDLUURDDLUULDDRUUL,1.8911397457, 22 ,65960,0.4658151424," 66,071 "," 97,155 ",2.0542409420," 65,960 ","4,6,7,3,0,8,5,1,2",453
20,0.2294398976,21," 45,042 ",DLDRUULDRDLLURDRUULL,0.9230706692, 20 ,64478,0.4658692096," 66,488 "," 108,059 ",2.0559124947," 64,478 ","1,5,0,6,8,3,4,2,7",454
24,0.4507303936,25," 148,488 ",RDLLURDRULURDDLUULDDRULU,3.0079991817, 24 ,66030,0.4658151424," 66,122 "," 100,485 ",2.0584061146," 66,030 ","1,6,7,4,0,3,2,8,5",455
18,0.2230599680,19," 18,396 ",DDRURULLDDRUULDRUL,0.3759999275, 18 ,64212,0.4657610752," 65,982 "," 108,499 ",2.0611262321," 64,212 ","0,2,5,3,6,7,4,1,8",456
16,0.0576192512,17," 7,381 ",UULDDLURRDLLURUL,0.2509996891, 16 ,63908,0.4658151424," 66,126 "," 109,929 ",2.0616025925," 63,908 ","1,2,3,7,4,5,8,6,0",457
21,0.4478648320,22," 77,632 ",RULDLUURRDDLULURDRULL,1.6311407089, 21 ,62913,0.4658151424," 66,123 "," 112,532 ",2.0634846687," 62,913 ","2,3,1,6,5,4,8,0,7",458
23,0.4508385280,24," 99,928 ",ULDDLURRULLDRDLURRDLULU,2.1911132336, 23 ,64147,0.4658151424," 66,125 "," 109,216 ",2.0649087429," 64,147 ","1,7,6,8,2,0,4,3,5",459
23,0.4508385280,24," 111,562 ",DRULDRRULULDRDLUURRDLLU,2.4526166916, 23 ,64039,0.4658692096," 66,056 "," 108,135 ",2.0675227642," 64,039 ","3,6,1,0,7,8,2,4,5",460
24,0.4499193856,25," 139,292 ",LLDRDLURRDLLUURDLURRDLLU,2.6333436966, 24 ,65528,0.4658692096," 66,488 "," 104,255 ",2.0710861683," 65,528 ","4,1,0,5,7,3,8,6,2",461
21,0.2332786688,22," 62,715 ",ULLDDRURULDRDLLUURDLU,1.3992078304, 21 ,64085,0.4658151424," 66,125 "," 109,340 ",2.0782320499," 64,085 ","2,1,3,4,8,0,6,7,5",462
25,0.4507844608,26," 153,637 ",DRULLDRRDLLURRULLDRDRULUL,2.9915032387, 25 ,63253,0.4658151424," 66,123 "," 111,740 ",2.0816712379," 63,253 ","2,0,1,4,8,6,5,7,3",463
26,0.8684404736,27," 169,628 ",DLURDRUULDDRULLURRDLLDRUUL,3.4094431400, 26 ,63624,0.4658151424," 66,122 "," 110,687 ",2.0856990814," 63,624 ","7,4,8,3,0,6,1,5,2",464
29,0.8667103232,30," 181,029 ",ULLDDRRUULDRULLDDRUULDDRRUULL,3.5368602276, 29 ,63423,0.4658151424," 66,125 "," 111,186 ",2.0969674587," 63,423 ","8,6,7,4,5,0,2,1,3",465
21,0.2332786688,22," 65,698 ",ULDRRUULDLURDRDLURULL,1.3051006794, 21 ,63867,0.4658151424," 66,123 "," 110,115 ",2.1040921211," 63,867 ","3,5,7,1,6,4,2,0,8",466
8,0.0036110336,9, 298 ,LDRRUULL,0.0049998760, 8 ,65110,0.4658151424," 66,122 "," 105,310 ",2.1081347466," 65,110 ","1,2,5,4,0,8,3,6,7",467
22,0.4498653184,23," 77,643 ",UULLDRRULLDDRUULDRRULL,1.5670988560, 22 ,63470,0.4658151424," 66,126 "," 111,066 ",2.1244442463," 63,470 ","5,4,7,3,2,8,1,6,0",468
20,0.2294398976,21," 51,307 ",LDLDRRULLDRRULURDLLU,1.1045134068, 20 ,62846,0.4658692096," 66,488 "," 112,841 ",2.1267261505," 62,846 ","3,1,0,8,5,7,2,4,6",469
7,0.0010403840,8, 135 ,DRRULUL,0.0019967556, 7 ,63987,0.4658692096," 66,056 "," 108,309 ",2.1309978962," 63,987 ","1,4,2,0,5,8,3,6,7",470
26,0.4499193856,27," 164,626 ",DLDRULURDLDRULLDRULURDDLUU,3.2113497257, 26 ,65024,0.4658692096," 66,488 "," 106,187 ",2.1458971500," 65,024 ","6,8,0,4,7,3,1,2,5",471
25,0.4507844608,26," 152,317 ",URULDDRUULDLDRULURDLDRUUL,3.0287020206, 25 ,62053,0.4658151424," 66,123 "," 114,376 ",2.1532971859," 62,053 ","7,5,8,6,1,2,4,0,3",472
27,0.8668725248,28," 174,831 ",ULURRDDLUULDRRDLLUURDRULDLU,3.7313146591, 27 ,63587,0.4658151424," 66,123 "," 110,769 ",2.1549992561," 63,587 ","4,3,6,8,1,5,7,0,2",473
22,0.4498112512,23," 95,569 ",LLURRDLUURDLULDDRURULL,1.8449997902, 22 ,60796,0.4658151424," 66,126 "," 117,146 ",2.1590745449," 60,796 ","2,4,7,3,1,6,8,5,0",474
27,0.8667103232,28," 173,926 ",URDRDLURULLDRRDLLURURDDLLUU,3.5269989967, 27 ,64239,0.4658692096," 66,056 "," 107,417 ",2.1671867371," 64,239 ","3,4,6,0,1,5,8,2,7",475
22,0.4498112512,23," 74,478 ",UURDLDRRUULDDRUULDDLUU,1.5020005703, 22 ,62682,0.4657610752," 65,982 "," 113,487 ",2.1680734158," 62,682 ","2,3,8,6,5,4,0,7,1",476
21,0.4478648320,22," 72,703 ",RURDDLLUURDRDLULDRULU,1.4910800457, 21 ,62115,0.4658692096," 66,056 "," 113,778 ",2.1701877117," 62,115 ","7,1,3,0,4,2,8,5,6",477
22,0.4498653184,23," 93,939 ",LLUURRDLDLURDRULDLURUL,1.8700637817, 22 ,61324,0.4658151424," 66,126 "," 115,990 ",2.1780881882," 61,324 ","7,1,4,5,8,2,6,3,0",478
23,0.4508385280,24," 123,118 ",RDLLURDDRUULDDLURRDLULU,2.3703703880, 23 ,62347,0.4658151424," 66,123 "," 113,787 ",2.1801602840," 62,347 ","6,0,3,2,5,7,8,1,4",479
25,0.4508385280,26," 153,086 ",DRULDRDLLURULDRDLURRDLUUL,3.1309828758, 25 ,63823,0.4658151424," 66,123 "," 110,462 ",2.1902801991," 63,823 ","4,0,1,8,2,6,3,5,7",480
19,0.2270609408,20," 33,565 ",ULDRURDLLUURDRULDLU,0.7319965363, 19 ,61743,0.4658151424," 66,123 "," 115,131 ",2.1911513805," 61,743 ","4,3,5,8,7,2,6,0,1",481
23,0.4508385280,24," 114,172 ",URDLLURDRUULDRULLDRDLUU,2.3853211403, 23 ,61783,0.4658151424," 66,123 "," 114,960 ",2.1921038628," 61,783 ","1,5,6,7,4,3,2,0,8",482
24,0.4499193856,25," 117,772 ",UURDDRULURDDLLURULDRDLUU,2.3861269951, 24 ,60712,0.4657610752," 65,982 "," 117,731 ",2.2044394016," 60,712 ","7,1,6,4,3,5,0,2,8",483
20,0.2294398976,21," 52,664 ",LLDDRUURDLLURRDDLUUL,0.9969997406, 20 ,61390,0.4658692096," 66,488 "," 116,481 ",2.2110006809," 61,390 ","2,1,0,3,8,4,7,6,5",484
24,0.4499193856,25," 116,500 ",UURDDLUURRDDLUURDLLDRUUL,2.2491798401, 24 ,61110,0.4657610752," 65,982 "," 117,001 ",2.2114315033," 61,110 ","3,7,5,8,1,4,0,6,2",485
25,0.4507844608,26," 157,057 ",LDRURDLDRUULDDLURRDLLURUL,3.2995004654, 25 ,60141,0.4658151424," 66,123 "," 118,541 ",2.2121868134," 60,141 ","5,0,2,1,7,3,8,4,6",486
18,0.2231140352,19," 18,865 ",DDLLUURDRULDRDLUUL,0.3149991035, 18 ,65694,0.4658692096," 66,488 "," 103,535 ",2.2151019573," 65,694 ","3,1,0,6,2,7,8,5,4",487
23,0.4508385280,24," 99,283 ",DDLUURDLURRDDLUULDRRULL,2.1121006012, 23 ,59417,0.4658151424," 66,123 "," 119,864 ",2.2156689167," 59,417 ","7,0,3,6,1,5,8,2,4",488
20,0.2307915776,21," 59,127 ",LDRURDLURULDLURDRULL,1.3445191383, 20 ,61442,0.4658151424," 66,122 "," 115,743 ",2.2172038555," 61,442 ","3,5,4,8,0,7,2,6,1",489
22,0.4498112512,23," 87,096 ",RDDLURURDDLLUURDRDLULU,1.8061530590, 22 ,62758,0.4657610752," 65,982 "," 113,265 ",2.2186450958," 62,758 ","0,4,3,8,1,2,5,6,7",490
25,0.4507844608,26," 160,029 ",RDLULDRRULDDRULDLURDRULUL,3.1831459999, 25 ,59521,0.4658151424," 66,123 "," 119,648 ",2.2212145329," 59,521 ","2,0,6,1,4,7,5,8,3",491
21,0.4478648320,22," 77,140 ",RRULDRDLLURURDLDRUULL,1.5659990311, 21 ,60695,0.4658692096," 66,056 "," 117,195 ",2.2230737209," 60,695 ","1,2,3,0,6,8,4,7,5",492
26,0.8671428608,27," 166,917 ",LDDLURRDLUURDLLDRULURRDLLU,3.5677359104, 26 ,59574,0.4658692096," 66,488 "," 120,079 ",2.2410740852," 59,574 ","4,3,0,5,2,6,8,7,1",493
22,0.4498112512,23," 80,665 ",ULURDLDRULLURRDLDLURUL,1.7412965298, 22 ,59370,0.4658151424," 66,126 "," 119,929 ",2.2480604649," 59,370 ","6,8,1,5,4,3,7,2,0",494
24,0.4506763264,25," 137,804 ",DLURURDDLUULDRRULDRDLLUU,2.7199983597, 24 ,61864,0.4658151424," 66,122 "," 114,766 ",2.2494554520," 61,864 ","2,8,6,7,0,4,5,3,1",495
22,0.4498112512,23," 89,091 ",LUURDLLDRRULULDRDLURUL,1.8754715919, 22 ,57954,0.4658151424," 66,126 "," 122,627 ",2.2579987049," 57,954 ","4,8,6,5,7,2,1,3,0",496
22,0.4498653184,23," 86,193 ",DRRDLLURRDLUULDDRRULLU,1.8091790676, 22 ,57248,0.4657610752," 65,982 "," 123,946 ",2.2611629963," 57,248 ","0,5,2,1,4,3,7,8,6",497
20,0.2294398976,21," 44,930 ",DLDRUULDLDRULURRDLUL,1.0340640545, 20 ,59596,0.4658692096," 66,488 "," 119,948 ",2.2634007931," 59,596 ","3,4,0,7,8,2,5,1,6",498
22,0.4506763264,23," 86,252 ",ULDRRULLDRRULLDRDRUULL,1.7819988728, 22 ,59760,0.4658151424," 66,122 "," 119,147 ",2.2657353878," 59,760 ","8,2,3,5,0,1,6,4,7",499
28,0.8671428608,29," 177,761 ",DDRURULLDDRURDLUURDLULDDRUUL,3.4711072445, 28 ,58416,0.4657610752," 65,982 "," 121,903 ",2.2665905952," 58,416 ","0,7,6,5,3,8,4,1,2",500
21,0.4478648320,22," 70,942 ",RULDDRULDRRULLDRRUULL,1.5029997826, 21 ,57989,0.4658692096," 66,056 "," 122,212 ",2.2690000534," 57,989 ","2,3,5,0,1,7,8,4,6",501
25,0.4508385280,26," 160,779 ",LLDRURDLUULDDRUURDLULDRUL,3.1752078533, 25 ,57949,0.4658151424," 66,125 "," 122,616 ",2.2721333504," 57,949 ","5,7,3,8,6,0,4,1,2",502
18,0.2235465728,19," 22,706 ",RUULDDRULDRRUULDLU,0.6320011616, 18 ,59568,0.4657610752," 65,982 "," 119,876 ",2.2759995461," 59,568 ","2,6,5,3,4,8,0,1,7",503
18,0.2240331776,19," 26,653 ",LLDRRULDLURDDRUULL,0.6541066170, 18 ,59428,0.4658692096," 66,488 "," 120,372 ",2.2830488682," 59,428 ","5,8,0,3,2,1,6,4,7",504
21,0.2332246016,22," 57,941 ",DDLUURDRDLURULLDDRULU,1.4280056953, 21 ,60367,0.4658151424," 66,123 "," 118,052 ",2.2906081676," 60,367 ","3,0,5,4,1,6,8,2,7",505
24,0.4499193856,25," 130,670 ",ULLDRUULDRRULLDDRURDLUUL,2.6482510567, 24 ,60132,0.4658151424," 66,126 "," 118,574 ",2.2921550274," 60,132 ","2,1,7,6,8,5,4,3,0",506
25,0.4508385280,26," 158,770 ",RDLURRULLDRDRUULLDDRRULLU,3.0051045418, 25 ,61031,0.4658692096," 66,056 "," 116,479 ",2.3011054993," 61,031 ","2,8,7,0,4,3,5,1,6",507
14,0.0555646976,15," 3,476 ",URDLUURRDDLULU,0.0549991131, 14 ,62982,0.4657610752," 65,982 "," 112,485 ",2.3031322956," 62,982 ","4,3,1,8,6,2,0,7,5",508
26,0.8670887936,27," 165,569 ",DLLURRDLLDRRULLDRUULDDRULU,3.2905082703, 26 ,56084,0.4658692096," 66,488 "," 126,173 ",2.3040986061," 56,084 ","5,1,0,8,2,7,6,3,4",509
24,0.4499193856,25," 130,358 ",URRULLDRRULDDRUULLDDRUUL,2.6831798553, 24 ,58754,0.4657610752," 65,982 "," 121,371 ",2.3172841072," 58,754 ","5,8,2,3,4,1,0,7,6",510
24,0.4499193856,25," 121,293 ",UULLDDRUURDLLDRRULDLURUL,2.4181313515, 24 ,57166,0.4658151424," 66,126 "," 123,955 ",2.3191015720," 57,166 ","8,4,2,1,7,3,5,6,0",511
23,0.4508385280,24," 107,999 ",DLURRDLLURDDRUULLDDRULU,2.1382145882, 23 ,57971,0.4658151424," 66,123 "," 122,536 ",2.3202009201," 57,971 ","2,0,1,8,3,5,4,7,6",512
24,0.4499193856,25," 124,515 ",DRULDRRULDRDLLURRDLURULL,2.4131867886, 24 ,58340,0.4657610752," 65,982 "," 122,042 ",2.3259999752," 58,340 ","0,6,3,5,1,2,8,4,7",513
14,0.0151371776,15," 3,009 ",UURDLDRRUULDLU,0.1440000534, 14 ,58100,0.4657610752," 65,982 "," 122,542 ",2.3372464180," 58,100 ","1,3,5,4,2,8,0,6,7",514
18,0.2239791104,19," 26,377 ",LLDRDLURURDDLURULL,0.4229991436, 18 ,63510,0.4658692096," 66,488 "," 111,102 ",2.3430628777," 63,510 ","7,2,0,1,6,5,8,3,4",515
16,0.0591872000,17," 12,664 ",LURRDLDLURDRULLU,0.2079987526, 16 ,59122,0.4658151424," 66,122 "," 120,469 ",2.3510870934," 59,122 ","6,3,1,8,0,2,5,4,7",516
24,0.4499193856,25," 131,368 ",DRRDLLURULDRRULLDRDRULUL,2.7022488117, 24 ,57024,0.4657610752," 65,982 "," 124,307 ",2.3511579037," 57,024 ","0,1,8,2,6,4,5,7,3",517
25,0.4508385280,26," 149,982 ",ULLDRDRUULLDRRULDDRUULDLU,2.9759492874, 25 ,58695,0.4658151424," 66,125 "," 121,181 ",2.3546113968," 58,695 ","8,2,7,5,3,0,6,4,1",518
24,0.4499193856,25," 134,800 ",RULURDLDRURULDRDLURULDLU,2.5773575306, 24 ,57220,0.4657610752," 65,982 "," 123,979 ",2.3589994907," 57,220 ","8,3,7,5,6,2,0,4,1",519
27,0.8667103232,28," 175,349 ",DLUULDRURDDLUURDDLLUURDDLUU,3.4982991219, 27 ,55793,0.4658151424," 66,125 "," 126,422 ",2.3591063023," 55,793 ","8,7,1,6,5,0,4,2,3",520
27,0.8668725248,28," 172,730 ",UULDRRDLUURDLULDDRRULULDRUL,3.3752162457, 27 ,60303,0.4658151424," 66,123 "," 118,227 ",2.3622322083," 60,303 ","8,4,5,3,7,6,1,0,2",521
23,0.4508385280,24," 116,469 ",LDDRRULULDDRRULULDDRUUL,2.2939999104, 23 ,56741,0.4658151424," 66,123 "," 124,758 ",2.3669996262," 56,741 ","5,0,2,7,8,6,4,1,3",522
27,0.8668725248,28," 175,819 ",DRULDDLUURDLDRRULDLURDRUULL,3.5068316460, 27 ,55791,0.4658151424," 66,123 "," 126,422 ",2.3724455833," 55,791 ","8,0,7,6,5,1,4,2,3",523
29,0.8668725248,30," 181,028 ",DLDRUULDRRULDRDLUULDDRURULDLU,3.5201189518, 29 ,61531,0.4658151424," 66,123 "," 115,547 ",2.3726258278," 61,531 ","5,0,6,8,3,7,2,4,1",524
20,0.2294398976,21," 51,829 ",RURDLULURRDDLUULDRUL,1.0665504932, 20 ,55168,0.4657610752," 65,982 "," 127,635 ",2.3852689266," 55,168 ","1,4,3,7,5,8,0,6,2",525
20,0.2294398976,21," 53,478 ",RRDLULDDRRUULLDRRULL,0.8860003948, 20 ,64180,0.4657610752," 65,982 "," 108,652 ",2.3872377872," 64,180 ","0,5,3,2,8,4,1,6,7",526
22,0.4498112512,23," 88,062 ",RDDRUULDDRULLDRRUULDLU,1.7900004387, 22 ,55864,0.4657610752," 65,982 "," 126,453 ",2.3906025887," 55,864 ","0,3,7,1,5,6,4,2,8",527
20,0.2293317632,21," 40,006 ",UURDRDLUURDDLUURDLLU,0.8470005989, 20 ,54624,0.4657610752," 65,982 "," 128,454 ",2.4178266525," 54,624 ","4,3,5,6,7,8,0,2,1",528
22,0.4498653184,23," 87,916 ",LUURDDLULURDLDRRUULDLU,1.8167843819, 22 ,56044,0.4658151424," 66,126 "," 126,047 ",2.4182488918," 56,044 ","1,6,3,2,7,5,4,8,0",529
24,0.4499193856,25," 131,295 ",DRRDLLUURRDLDLURULDDRUUL,2.7351348400, 24 ,55594,0.4657610752," 65,982 "," 126,989 ",2.4191603661," 55,594 ","0,4,7,3,6,5,1,8,2",530
16,0.0579436544,17," 8,933 ",DRDRUULDLURRDLUL,0.1980612278, 16 ,54968,0.4657610752," 65,982 "," 127,969 ",2.4331674576," 54,968 ","0,4,2,3,5,8,6,1,7",531
23,0.4508385280,24," 121,898 ",RRULDDRULLDRRULLURRDLUL,2.4430391788, 23 ,49711,0.4658692096," 66,056 "," 135,045 ",2.4439992905," 49,711 ","3,4,7,0,2,1,5,8,6",532
17,0.2216001536,18," 15,500 ",DLULURRDLLDRRUULL,0.4460008144, 17 ,53325,0.4658151424," 66,125 "," 130,033 ",2.4497623444," 53,325 ","4,1,2,8,6,0,3,7,5",533
26,0.4499193856,27," 160,399 ",DDLLURULDRRULLDRDLURRDLULU,3.0782804489, 26 ,56086,0.4658692096," 66,488 "," 126,188 ",2.4557654858," 56,086 ","2,3,0,8,1,7,4,5,6",534
26,0.8670887936,27," 168,892 ",LDRDLUULDDRUURDLLURDDRUULL,3.4373247623, 26 ,50968,0.4658692096," 66,488 "," 133,756 ",2.4559991360," 50,968 ","8,1,0,3,4,6,2,7,5",535
22,0.4498653184,23," 82,322 ",DRDLURRDLLURULDRDRUULL,1.6690812111, 22 ,52386,0.4657610752," 65,982 "," 131,866 ",2.4591941833," 52,386 ","0,3,5,2,4,1,7,6,8",536
24,0.4499193856,25," 136,665 ",RURULLDRURDDLURDLLUURDLU,2.7534277439, 24 ,54162,0.4657610752," 65,982 "," 129,186 ",2.4676783085," 54,162 ","8,3,2,4,5,6,0,7,1",537
26,0.8671428608,27," 168,181 ",LULURRDLDLUURDDLUURRDLDLUU,3.4503402710, 26 ,51726,0.4658151424," 66,126 "," 132,256 ",2.4799971581," 51,726 ","4,7,6,2,3,1,5,8,0",538
21,0.2332786688,22," 59,541 ",ULDLURDLDRURULLDDRULU,1.1895136833, 21 ,52061,0.4658151424," 66,125 "," 131,818 ",2.4965424538," 52,061 ","6,5,7,2,1,0,3,4,8",539
21,0.4478648320,22," 72,457 ",LDRURDLDRULLURDLDRUUL,1.5221412182, 21 ,54311,0.4658151424," 66,123 "," 128,522 ",2.5013756752," 54,311 ","8,0,1,7,4,2,3,5,6",540
23,0.4508385280,24," 123,844 ",RDLLDRRULLDRUULDDRRULUL,2.5722436905, 23 ,50325,0.4658151424," 66,123 "," 134,175 ",2.5041081905," 50,325 ","4,0,5,8,7,2,6,1,3",541
22,0.4498112512,23," 92,500 ",LURULLDRRDLLUURDRDLULU,1.9360985756, 22 ,52648,0.4658151424," 66,126 "," 131,016 ",2.5051088333," 52,648 ","3,2,1,4,5,6,8,7,0",542
23,0.4508385280,24," 123,006 ",RULLURDDLUURDRULDDRULUL,2.4415783882, 23 ,50723,0.4658151424," 66,123 "," 133,667 ",2.5142331123," 50,723 ","6,3,8,1,4,7,5,0,2",543
