,Column Labels,,,,,,,,,,,,,,,,,,,21494.66667,40.00290958,4.937382115,,,,,RAM,RAM,RAM,Path Cost,Path Cost,Path Cost,Max Depth,Max Depth,Max Depth,Search Depth,Search Depth,Search Depth,Expanded Nodes,Expanded Nodes,Expanded Nodes
,Run Time,,,Path Cost,,,Max Depth,,,Search Depth,,,Expanded Nodes,,,RAM,,,,8103.666667,47.13163519,4.863846145,Starting Grid,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS
Row Labels,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,,14853.33333,32.03324485,3.489631066,45812763,109.0007615,7.530999899,3.476967335,0.536712646,8.075897217,4.333206177,28,28,64428,28,29,64438,28,28,64428,8873,179427,85402
207165438,0.1780,1.4976,0.1160,19,19,"2,961",19,20,"2,961",19,19,"2,961",267,"36,883","3,042",0.03,2.12,0.14,,21974.33333,2.237015247,0.338797946,23567814,0.952511311,5.173149586,3.256000042,0.035102844,4.190200806,4.322631836,24,24,61334,24,25,61336,24,24,61334,692,127701,76704
208457136,0.0020,0.7668,5.5740,17,17,"39,675",17,18,"66,123",17,17,"39,675",26,"15,204","146,812",0.00,2.06,8.24,,16487.66667,5.397493601,0.338063614,650382471,0.816997766,3.546001673,3.447000027,0.129341125,4.189697266,4.331192017,22,22,63994,22,23,64004,22,22,63994,874,78647,82631
210384765,0.4700,2.1697,4.5550,20,20,"61,390",20,21,"66,488",20,20,"61,390",632,"52,664","116,481",0.03,2.14,4.34,,18674,4.130369981,0.337407725,831670542,0.134999752,2.819046736,3.756999254,0.033111572,4.171066284,4.338241577,21,21,65881,21,22,65960,21,21,65881,318,69350,95416
210475368,0.1440,0.2970,5.9490,16,16,"31,482",16,17,"66,488",16,16,"31,482",220,"8,415","155,064",0.03,0.54,8.24,,20985,2.792543968,0.336904581,241738506,6.096482038,4.696998596,5.399000168,0.133872986,4.198760986,4.338241577,23,23,49417,23,24,66123,23,23,49417,1830,115591,135388
210548637,3.6320,3.6240,2.7725,22,22,"56,080",22,23,"56,080",22,22,"56,080","1,280","86,626","65,789",0.13,4.19,4.30,,17180.33333,4.979170958,0.335785623,723648015,4.474999189,5.212111473,2.703999281,0.132881165,4.190200806,4.301986694,24,24,55974,24,25,55974,24,24,55974,1503,128785,66226
213476580,1.2670,5.6120,4.4755,24,24,"65,208",24,25,"66,126",24,24,"65,208","1,179","132,966","104,957",0.13,4.19,4.34,,21303,2.587170124,0.334224395,231654807,1.075805187,3.081827641,4.219999075,0.035591125,4.171569824,4.338241577,21,21,62913,21,22,66123,21,21,62913,791,77632,112532
213480675,1.5501,2.6529,4.9390,21,21,"64,085",21,22,"66,125",21,21,"64,085",913,"62,715","109,340",0.13,2.17,4.34,,21058.66667,2.718700886,0.333061671,671580423,6.568999529,6.036000013,2.332513332,0.133872986,4.198760986,4.283355713,25,25,51491,25,26,51491,25,25,51491,1938,151496,58605
213856704,56.2501,7.1930,3.7390,27,27,"65,565",27,28,"65,602",27,27,"65,565","5,605","178,316","92,331",0.53,8.07,4.34,,19821,3.417673985,0.331183793,357164208,0.139997244,3.065999746,4.555513382,0.033355713,2.172576904,4.338241577,21,21,63867,21,22,66123,21,21,63867,382,65698,110115
214760385,1.2188,2.8570,5.3840,21,21,"41,581",21,22,"66,125",21,21,"41,581",833,"66,242","144,715",0.04,4.17,8.24,,20456,3.050332785,0.331077072,718325064,1.821000099,2.945102692,3.389999866,0.130508423,4.189697266,4.328674316,22,22,63132,22,23,63132,22,22,63132,985,74297,81111
215438670,0.0340,0.1180,2.7227,14,14,"52,426",14,15,"52,426",14,14,"52,426",104,"3,329","60,031",0.01,0.14,4.29,,18070,4.427170833,0.331056197,703615824,1.014022112,4.203000307,5.035999537,0.129890442,4.198760986,4.338241577,23,23,59417,23,24,66123,23,23,59417,947,99283,119864
216348507,1.7200,4.2680,4.2690,23,23,"64,043",23,24,"66,123",23,23,"64,043",977,"100,076","109,625",0.13,4.20,4.34,,22003.66667,2.143999974,0.329464831,714582630,0.62399888,4.009999752,4.516999722,0.035102844,4.189697266,4.338241577,22,22,61324,22,23,66126,22,22,61324,717,93939,115990
216475038,1.5620,3.4380,2.3330,22,22,"47,342",22,23,"47,342",22,22,"47,342",904,"80,727","53,092",0.13,4.19,2.27,,20765.66667,2.853755395,0.328885965,832456071,2.836000204,5.508513212,4.936999083,0.131210327,4.190200806,4.337738037,24,24,54162,24,25,65982,24,24,54162,1258,136665,129186
216784053,3.5631,6.4620,3.3190,26,26,"62,190",26,27,"62,190",26,26,"62,190","1,980","159,809","78,909",0.13,4.19,4.33,,21370,2.488159657,0.326822388,107458236,0.212000608,2.4010005,3.818998814,0.033355713,2.172576904,4.338241577,21,21,65969,21,22,66087,21,21,65969,349,58848,98598
217508346,1.7180,4.1360,3.5100,22,22,"62,824",22,23,"62,824",22,22,"62,824",958,"98,764","80,514",0.13,4.20,4.33,,20908.66667,2.746666988,0.32587329,714825603,1.794999599,3.548265219,3.218001366,0.129890442,4.171066284,4.325653076,23,21,62253,23,22,62253,23,21,62253,982,78649,78870
217685430,11.3258,5.2405,4.5050,24,24,"60,132",24,25,"66,126",24,24,"60,132","2,323","130,670","118,574",0.14,4.19,4.34,,20245.66667,3.082061768,0.320079132,326457810,0.595999479,3.431966305,3.436513186,0.03427887,4.189697266,4.331695557,22,22,64066,22,23,64070,22,22,64066,549,82636,84653
217856430,7.1781,7.0620,5.9210,26,26,"40,802",26,27,"66,126",26,26,"40,802","2,704","158,987","145,585",0.14,4.19,8.24,,19071.33333,3.748473724,0.318690659,238654071,0.564001322,3.21800065,4.457998991,0.035102844,4.189697266,4.337738037,22,22,62682,22,23,65982,22,22,62682,708,74478,113487
218634075,0.8000,2.0629,,20,20,,20,21,,20,20,,608,"42,018",,0.03,2.14,,,3381.333333,12.77924101,0.315716666,123068475,0.70800066,3.508671999,5.029512644,0.035591125,4.171066284,4.338745117,21,21,60695,21,22,66056,21,21,60695,810,77140,117195
230564187,1.4900,5.0780,3.9090,24,24,"66,386",24,25,"66,476",24,24,"66,386","1,144","118,719","97,542",0.13,4.19,4.34,,20280,3.004825354,0.313035486,842173560,1.442807436,5.119102716,4.683511019,0.130508423,4.190200806,4.338241577,24,24,57166,24,25,66126,24,24,57166,1081,121293,123955
230817456,8.9915,6.6390,4.9110,26,26,"56,086",26,27,"66,488",26,26,"56,086","2,331","160,399","126,188",0.14,4.19,4.34,,21998.33333,1.984666904,0.309542734,56417283,30.39251137,7.166211605,0.779000044,0.518074036,8.075897217,0.563812256,28,28,10088,28,29,10088,28,28,10088,4014,179606,10374
231654807,1.0758,3.0818,4.2200,21,21,"62,913",21,22,"66,123",21,21,"62,913",791,"77,632","112,532",0.04,4.17,4.34,,20790,2.671150843,0.308209449,247316850,0.395000696,3.913475513,4.705999851,0.033935547,4.189697266,4.338241577,22,22,60796,22,23,66126,22,22,60796,474,95569,117146
231840675,0.3440,1.9109,1.3260,19,19,"31,957",19,20,"31,957",19,19,"31,957",378,"34,370","33,697",0.03,2.12,2.19,,21541.66667,2.229545752,0.307252266,108364752,0.163999557,1.772000551,4.018000603,0.033630371,2.11668396,4.338241577,19,19,65957,19,20,66072,19,19,65957,374,38989,96774
234165078,0.5580,1.9300,1.0880,20,20,"25,212",20,21,"25,212",20,20,"25,212",522,"48,204","26,292",0.03,2.14,2.15,,19089.33333,3.64282465,0.307005511,710835624,1.243000269,3.487451553,3.283000708,0.035591125,4.189697266,4.325149536,22,22,62326,22,23,62356,22,22,62326,793,81232,78577
234571068,0.0870,1.0910,0.2390,18,18,"5,460",18,19,"5,460",18,18,"5,460",179,"23,956","5,612",0.01,2.08,0.54,,21138.33333,2.45028011,0.305775707,763158402,0.204999447,3.002638102,3.480999708,0.032897949,4.171569824,4.333709717,21,21,64583,21,22,64583,21,21,64583,262,68166,86562
235017846,0.6730,3.1290,4.7870,21,21,"57,989",21,22,"66,056",21,21,"57,989",561,"70,942","122,212",0.03,4.17,4.34,,20288.33333,2.940069675,0.305682187,837562041,0.301999807,5.714962006,4.911512136,0.033935547,4.190200806,4.337738037,24,24,57220,24,25,65982,24,24,57220,491,134800,123979
235701486,0.2100,2.4820,6.1580,20,20,"20,568",20,21,"66,122",20,20,"20,568",323,"62,993","164,617",0.03,2.15,8.24,,21013.33333,2.482332389,0.300858361,451083627,0.71000123,3.099840403,3.540998697,0.03427887,4.171066284,4.330184937,21,21,63373,21,22,63373,21,21,63373,567,76924,81251
235768041,0.0500,1.0630,4.5700,18,18,"64,688",18,19,"65,982",18,18,"64,688",120,"21,453","106,895",0.01,2.08,4.34,,22029.66667,1.889238596,0.300055209,635847102,1.010004044,4.67299962,3.137205362,0.035591125,4.198760986,4.320617676,23,23,60819,23,24,60819,23,23,60819,848,110374,75498
236451870,12.0700,6.7680,3.7550,26,26,"65,570",26,27,"65,605",26,26,"65,570","2,471","163,944","92,362",0.14,4.19,4.34,,21729.66667,2.040666739,0.297392423,563821740,0.193998814,3.845000505,3.407997847,0.032897949,4.189697266,4.328170776,22,22,62996,22,23,62996,22,22,62996,269,90147,80827
236851704,6.6620,6.2557,0.4600,25,25,"10,845",25,26,"10,845",25,25,"10,845","1,879","144,067","11,146",0.13,4.20,0.57,,13618,6.720373551,0.297184146,724830615,0.052999735,1.447201967,4.167514086,0.008811951,2.110641479,4.338241577,19,19,66051,19,20,66074,19,19,66051,135,28602,96158
237016458,9.2215,4.6470,0.7297,25,23,"17,041",25,24,"17,041",25,23,"17,041","2,222","116,945","17,611",0.13,4.20,2.11,,21001.33333,2.449108839,0.295933498,258036471,0.017999411,1.659999847,4.444000959,0.00868988,2.11769104,4.338745117,19,19,65151,19,20,66056,19,19,65151,100,42062,105082
237841650,3.0320,5.4429,2.3380,24,24,"48,336",24,25,"48,336",24,24,"48,336","1,306","135,175","54,006",0.13,4.19,4.27,,21406.66667,2.185836951,0.292333789,217856430,7.178122759,7.061999559,5.920998335,0.137672424,4.190200806,8.239044189,26,26,40802,26,27,66126,26,26,40802,2704,158987,145585
238076514,2.3380,5.1482,2.1370,25,23,"46,893",25,24,"46,893",25,23,"46,893","1,150","119,617","52,222",0.13,4.20,2.26,,22148.66667,1.728999376,0.288823794,270163485,0.830000162,3.347000122,3.170326233,0.034667969,4.189697266,4.327163696,22,22,62960,22,23,62960,22,22,62960,615,73300,79848
238654071,0.5640,3.2180,4.4580,22,22,"62,682",22,23,"65,982",22,22,"62,682",708,"74,478","113,487",0.04,4.19,4.34,,18240.66667,3.982912302,0.288643246,53284167,0.055999041,2.158000469,4.343511343,0.009101868,2.136825562,4.337738037,20,20,64180,20,21,65982,20,20,64180,193,53478,108652
240537168,2.7393,3.8305,6.2630,24,22,"36,012",24,23,"66,488",24,22,"36,012","1,699","89,828","150,725",0.13,4.19,8.24,,21641.66667,2.017530362,0.288324691,170524386,0.025000095,1.113999844,4.04799819,0.00894928,2.079925537,4.338745117,18,18,66410,18,19,66476,18,18,66410,133,20377,97151
240781365,2.4600,4.1580,0.9420,22,22,"21,404",22,23,"21,404",22,22,"21,404","1,095","90,463","22,213",0.13,4.19,2.13,,21506,2.059185425,0.28383015,630215874,4.358999968,4.84273839,2.746998549,0.132881165,4.190200806,4.295944214,24,24,54674,24,25,54674,24,24,54674,1491,118847,63483
241057683,0.9170,2.5900,1.3318,21,21,"31,933",21,22,"31,933",21,21,"31,933",638,"61,785","33,777",0.03,2.17,2.19,,16733,4.808193048,0.283144951,547382601,0.141000509,1.339078426,4.57251215,0.032707214,2.11164856,4.338241577,19,19,64887,19,20,66123,19,19,64887,220,29767,106442
241635870,15.7090,6.0029,0.4250,24,24,"9,392",24,25,"9,392",24,24,"9,392","2,728","136,067","9,641",0.14,4.19,0.56,,20719,2.494332314,0.281493815,150683427,0.152000189,1.898557901,4.126998186,0.033111572,2.137329102,4.338745117,20,20,64478,20,21,66488,20,20,64478,293,45042,108059
241738506,6.0965,4.6970,5.3990,23,23,"49,417",23,24,"66,123",23,23,"49,417","1,830","115,591","135,388",0.13,4.20,4.34,,19934.66667,2.943332434,0.281045561,802176543,2.375068903,6.572999239,5.476511002,0.131210327,4.198760986,4.338241577,25,25,50149,25,26,66123,25,25,50149,1355,148314,134433
241856703,25.9551,7.4405,6.4510,27,27,"31,921",27,28,"66,123",27,27,"31,921","5,228","178,315","154,599",0.52,8.07,8.24,,21804.33333,1.84533302,0.278717697,713042856,0.169999123,2.955999374,4.356998444,0.033630371,4.171066284,4.338745117,21,21,62115,21,22,66056,21,21,62115,379,72703,113778
245173806,14.3190,6.0667,2.4000,25,25,"51,651",25,26,"51,651",25,25,"51,651","2,629","144,543","58,866",0.14,4.20,4.28,,18929,3.468677521,0.274293458,823501647,0.608999014,3.50599885,4.714999437,0.035102844,4.197753906,4.338241577,22,22,59760,22,23,66122,22,22,59760,751,86252,119147
245376810,0.1366,2.1596,3.1810,20,20,"63,102",20,21,"63,102",20,20,"63,102",315,"44,557","81,088",0.03,2.14,4.33,,20962,2.263667266,0.270401875,362475801,0.196999311,1.632000208,3.70699954,0.033111572,2.11618042,4.336227417,19,19,65375,19,20,65377,19,19,65375,305,38173,90885
245678031,8.5420,4.9435,1.3795,24,24,"33,292",24,25,"33,292",24,24,"33,292","2,063","122,429","35,362",0.13,4.19,2.20,,21574.66667,1.894333124,0.268469664,502786413,0.241032839,4.920999765,5.243999958,0.033630371,4.198760986,4.338241577,23,23,56741,23,24,66123,23,23,56741,467,116469,124758
246701538,30.7125,6.8181,1.4640,26,26,"34,194",26,27,"34,194",26,26,"34,194","3,868","164,319","36,265",0.52,8.09,2.20,,21387.33333,1.975694736,0.265188115,310857246,0.057000875,2.13400054,4.600000381,0.009101868,2.137329102,4.338745117,20,20,62846,20,21,66488,20,20,62846,165,51307,112841
246801735,27.4150,6.5565,2.6088,26,26,"54,422",26,27,"54,426",26,26,"54,422","3,723","165,334","63,214",0.52,8.09,4.30,,21910,1.670667887,0.264772836,235768041,0.049999237,1.063000441,4.569999695,0.008811951,2.080932617,4.337738037,18,18,64688,18,19,65982,18,18,64688,120,21453,106895
246857103,1.4610,6.2890,1.6070,25,25,"35,835",25,26,"35,835",25,25,"35,835",884,"159,186","38,231",0.13,4.20,2.21,,19804.66667,2.869068782,0.262733046,371824065,0.342062235,2.208022118,3.376999855,0.033630371,2.136825562,4.332199097,20,20,64122,20,21,64122,20,20,64122,401,53736,84111
247316850,0.3950,3.9135,4.7060,22,22,"60,796",22,23,"66,126",22,22,"60,796",474,"95,569","117,146",0.03,4.19,4.34,,21877.66667,1.670341969,0.262443908,310627854,0.075001955,0.680000544,4.257001162,0.032897949,2.077911377,4.338745117,18,18,65694,18,19,66488,18,18,65694,224,18865,103535
247368015,7.1020,5.3295,0.4950,24,24,"12,616",24,25,"12,616",24,24,"12,616","1,828","132,864","12,972",0.13,4.19,2.08,,20209,2.612109025,0.25983682,681543720,0.140999794,3.481206179,4.985000372,0.033355713,4.189697266,4.338241577,22,22,59370,22,23,66126,22,22,59370,361,80665,119929
247563180,2.5018,5.3755,5.9120,24,24,"29,232",24,25,"66,126",24,24,"29,232","1,138","136,484","157,199",0.13,4.19,8.24,,20494,2.445666234,0.259595955,703241685,0.054001808,0.84002471,4.116999388,0.009101868,2.062301636,4.338241577,17,17,65599,17,18,66123,17,17,65599,181,14676,103368
248037156,0.2160,2.6080,2.7900,21,21,"57,353",21,22,"57,353",21,21,"57,353",343,"64,903","68,375",0.03,2.17,4.31,,21774.33333,1.703288476,0.259170084,681530427,0.609001637,4.155998945,3.071326494,0.034667969,4.198760986,4.319610596,23,23,60581,23,24,60581,23,23,60581,669,98828,75026
254706318,0.0930,0.9155,4.0947,18,18,"65,286",18,19,"65,289",18,18,"65,286",176,"25,998","90,008",0.01,2.09,4.34,,21774,1.701090336,0.258876852,354807261,0.032999992,2.465000629,4.838998079,0.008811951,2.149414063,4.338241577,20,20,61442,20,21,66122,20,20,61442,126,59127,115743
256130487,0.0490,1.4119,3.6490,19,19,"65,285",19,20,"65,291",19,19,"65,285",120,"32,786","89,965",0.01,2.12,4.34,,19097.33333,3.245170116,0.258793688,256130487,0.049000025,1.411866188,3.648999214,0.008811951,2.11517334,4.335723877,19,19,65285,19,20,65291,19,19,65285,120,32786,89965
256170438,0.0620,1.4530,2.7157,19,19,"56,031",19,20,"56,031",19,19,"56,031",137,"31,836","66,153",0.01,2.11,4.30,,21928,1.608999491,0.258482563,254706318,0.092999458,0.915540457,4.094731092,0.009101868,2.093521118,4.335723877,18,18,65286,18,19,65289,18,18,65286,176,25998,90008
257463810,0.2750,3.4200,3.2355,22,22,"61,444",22,23,"61,445",22,22,"61,444",334,"77,245","77,101",0.03,4.19,4.32,,21878.66667,1.631727934,0.257778123,52143786,0.876999378,3.903999805,4.954511166,0.129341125,4.189697266,4.337738037,22,22,57248,22,23,65982,22,22,57248,896,86193,123946
258036471,0.0180,1.6600,4.4440,19,19,"65,151",19,20,"66,056",19,19,"65,151",100,"42,062","105,082",0.01,2.12,4.34,,20476.66667,2.398217758,0.252548639,124605378,0.145999432,0.648999691,4.03199935,0.032897949,0.552230835,4.337234497,16,16,65752,16,17,65765,16,16,65752,240,13267,93356
258340617,0.0040,0.1030,6.8260,13,13,"24,011",13,14,"66,125",13,13,"24,011",42,"2,347","161,682",0.00,0.14,8.24,,21869.33333,1.565306028,0.248969775,640713852,0.006998777,0.96399951,3.924185514,0.008491516,2.077911377,4.336227417,18,18,65600,18,19,65600,18,18,65600,58,18939,88829
258601347,0.1380,1.2510,2.7610,18,18,"54,706",18,19,"54,706",18,18,"54,706",236,"29,551","63,794",0.03,2.10,4.30,,20136.33333,2.554667234,0.247646507,210384765,0.470001459,2.169652939,4.554998875,0.034667969,2.136825562,4.338745117,20,20,61390,20,21,66488,20,20,61390,632,52664,116481
264510387,16.2455,6.5706,1.2530,25,25,"29,233",25,26,"29,233",25,25,"29,233","2,863","160,581","30,634",0.14,4.20,2.18,,21833.33333,1.563331445,0.246179043,134658072,0.025999546,0.394999981,4.274918556,0.00894928,0.543670654,4.337738037,16,16,65576,16,17,65982,16,16,65576,131,10832,101908
264813705,8.5580,6.1135,4.5210,25,25,"64,581",25,26,"66,123",25,25,"64,581","2,094","144,702","107,649",0.13,4.20,4.34,,20526.33333,2.313217322,0.245638102,305416827,0.604000807,2.323000193,4.737000704,0.03427887,2.172073364,4.338241577,21,21,60367,21,22,66123,21,21,60367,533,57941,118052
265348017,0.0680,0.8580,4.5950,18,18,"59,568",18,19,"65,982",18,18,"59,568",150,"22,706","119,876",0.01,2.08,4.34,,18708,3.342836142,0.243212085,14657832,0.008999586,0.339999914,4.340994835,0.002548218,0.541656494,4.336227417,16,16,65468,16,17,65469,16,16,65468,39,9892,89846
267150438,0.4400,3.1565,1.4920,21,21,"34,365",21,22,"34,365",21,21,"34,365",438,"71,040","36,482",0.03,4.17,2.20,,20496,2.31017073,0.243117029,128073546,0.552999258,3.062652111,3.324000597,0.033935547,4.171066284,4.323638916,21,21,61537,21,22,61537,21,21,61537,491,75123,76541
267815403,0.1930,4.9722,5.2770,23,23,"44,197",23,24,"66,123",23,23,"44,197",372,"117,157","141,726",0.03,4.20,4.34,,15224,5.341332833,0.241716894,210548637,3.631999493,3.623995543,2.77251339,0.131210327,4.189697266,4.301483154,22,22,56080,22,23,56080,22,22,56080,1280,86626,65789
270153468,0.0810,1.0768,1.4920,18,18,"34,036",18,19,"34,036",18,18,"34,036",148,"25,000","36,162",0.01,2.08,2.20,,21416,1.765666087,0.241454398,257463810,0.274999857,3.420000315,3.235512018,0.033355713,4.189697266,4.322631836,22,22,61444,22,23,61445,22,22,61444,334,77245,77101
270163485,0.8300,3.3470,3.1703,22,22,"62,960",22,23,"62,960",22,22,"62,960",615,"73,300","79,848",0.03,4.19,4.33,,19332.66667,2.944335699,0.238551705,375814620,5.717000246,4.929000378,5.377997875,0.133872986,4.190200806,4.338241577,24,24,45624,24,25,66126,24,24,45624,1779,118759,139974
274156038,1.1490,2.9780,1.7960,22,22,"39,750",22,23,"39,750",22,22,"39,750",737,"75,187","43,069",0.04,4.19,2.23,,21707,1.572622379,0.238375294,25367418,0.128998756,0.936999559,4.230999947,0.032897949,2.077407837,4.337738037,18,18,64212,18,19,65982,18,18,64212,244,18396,108499
280715463,26.7175,6.8751,4.3110,26,26,"64,702",26,27,"66,488",26,26,"64,702","3,749","165,630","107,402",0.52,8.08,4.34,,20644.33333,2.180888891,0.237759562,486572130,0.012000084,3.827007771,4.993999243,0.008583069,4.189697266,4.338241577,22,22,57954,22,23,66126,22,22,57954,82,89091,122627
281603457,8.4820,5.4490,5.8700,24,24,"34,438",24,25,"66,122",24,24,"34,438","2,183","140,250","152,193",0.13,4.20,8.24,,22001.66667,1.39299949,0.237202022,602748153,0.062999725,1.281866789,3.373000622,0.00894928,2.11265564,4.335220337,19,19,65083,19,20,65087,19,19,65083,158,30919,88911
283176054,0.6180,5.4120,3.3720,24,24,"63,970",24,25,"63,978",24,24,"63,970",547,"136,850","83,597",0.03,4.19,4.33,,17476.66667,3.985333363,0.234854962,658014723,0.123000622,3.237666607,3.181999445,0.032897949,4.171066284,4.325149536,21,21,61891,21,22,61891,21,21,61891,235,75172,77588
284731056,2.9540,5.2020,3.5105,24,24,"63,632",24,25,"63,656",24,24,"63,632","1,322","125,298","82,710",0.13,4.19,4.33,,18587,3.339332342,0.234216433,514382607,0.018999815,0.260998964,3.898999691,0.008811951,0.531585693,4.338241577,15,15,65975,15,16,66072,15,15,65975,106,7229,96925
285374601,0.2180,1.3230,0.7700,19,19,"18,661",19,20,"18,661",19,19,"18,661",312,"28,976","19,308",0.03,2.11,2.12,,20426,2.272689581,0.23356396,35241768,3.092000246,3.686999321,5.177000523,0.131210327,4.189697266,4.337738037,22,22,52386,22,23,65982,22,22,52386,1295,82322,131866
285640317,6.7180,2.9120,5.9440,23,21,"34,261",23,22,"66,125",23,21,"34,261","1,796","73,200","152,398",0.13,4.17,8.24,,21138.66667,1.856999874,0.233024782,147820635,3.994999409,3.211998463,2.810999155,0.131996155,4.171066284,4.300979614,23,21,55717,23,22,55718,23,21,55717,1448,78203,65643
286170534,0.1732,5.0370,6.0275,23,23,"39,535",23,24,"66,125",23,23,"39,535",414,"106,223","146,943",0.03,4.20,8.24,,19343.66667,2.862999678,0.229353364,516437082,0.149999142,3.374556541,3.29351306,0.032897949,4.189697266,4.322128296,22,22,61234,22,23,61234,22,22,61234,253,84270,76413
286704531,0.1810,5.4880,,24,24,,24,25,,24,24,,438,"137,804",,0.03,4.20,,,21771.33333,1.449665944,0.227847184,564208173,0.023999691,2.127999544,3.419000387,0.008583069,2.147903442,4.329177856,20,20,63376,20,21,63393,20,20,63376,83,45783,81882
287043516,0.8958,6.6410,4.5360,25,25,"61,031",25,26,"66,056",25,25,"61,031",708,"158,770","116,479",0.04,4.20,4.34,,21182,1.763666789,0.224643773,235017846,0.672999859,3.128999472,4.786999702,0.03427887,4.171066284,4.338745117,21,21,57989,21,22,66056,21,21,57989,561,70942,122212
287054163,0.0960,2.6910,2.1570,21,21,"46,381",21,22,"46,381",21,21,"46,381",173,"68,916","51,556",0.01,4.17,2.26,,21047.33333,1.825708071,0.222720693,325706148,0.048998833,0.527999878,3.771999121,0.008811951,0.553741455,4.335723877,16,16,65282,16,17,65288,16,16,65282,125,14530,89977
287306145,0.4470,4.2670,2.6942,22,22,"57,006",22,23,"57,006",22,22,"57,006",465,"104,250","67,884",0.03,4.20,4.31,,21708.66667,1.429332972,0.220916734,720165834,0.018001556,1.169999361,4.102999449,0.00868988,2.085968018,4.338745117,18,18,63510,18,19,66488,18,18,63510,105,26377,111102
287513640,14.4190,6.8280,1.8040,26,26,"39,230",26,27,"39,230",26,26,"39,230","2,767","157,934","42,352",0.14,4.19,2.23,,19073.33333,2.903863668,0.215228433,245376810,0.136565924,2.159558296,3.180999994,0.033111572,2.136825562,4.328674316,20,20,63102,20,21,63102,20,20,63102,315,44557,81088
301674528,0.3570,1.4909,0.4570,19,19,"10,593",19,20,"10,593",19,19,"10,593",367,"36,262","10,884",0.03,2.12,0.57,,21778.33333,1.338333209,0.214686137,125408367,0.001000166,0.010999441,4.275999308,0.00087738,0.033630371,4.338241577,8,8,65110,8,9,66122,8,8,65110,8,298,105310
302457618,0.0410,0.2930,1.6890,15,15,"37,661",15,16,"37,661",15,15,"37,661",103,"8,212","40,404",0.01,0.53,2.22,,21810.33333,1.317837477,0.214437386,21865437,1.896591425,3.88499999,2.92999959,0.130508423,4.189697266,4.307022095,22,22,57176,22,23,57176,22,22,57176,1071,89557,68207
305416827,0.6040,2.3230,4.7370,21,21,"60,367",21,22,"66,123",21,21,"60,367",533,"57,941","118,052",0.03,2.17,4.34,,21575.33333,1.444108168,0.213290165,107362485,0.004000425,0.191999674,3.818999529,0.002471924,0.138961792,4.336227417,13,13,65309,13,14,65323,13,13,65309,24,3058,90251
307541268,2.2200,4.7840,1.0090,23,23,"22,175",23,24,"22,175",23,23,"22,175","1,101","121,665","23,030",0.13,4.20,2.14,,18696,3.099675258,0.212535329,325687104,0.01500082,0.314999819,3.623511791,0.008491516,0.533599854,4.336227417,15,15,65401,15,16,65413,15,15,65401,60,8254,91154
308451726,2.4180,4.4514,2.3950,23,23,"51,303",23,24,"51,303",23,23,"51,303","1,153","102,704","58,344",0.13,4.20,4.28,,21152.33333,1.660068274,0.209835727,528317640,0.09700036,0.665999174,3.56932497,0.009269714,2.075897217,4.334213257,18,18,64690,18,19,64707,18,18,64690,197,17451,87181
310256784,1.2708,3.4560,6.0260,22,22,"34,646",22,23,"66,488",22,22,"34,646",806,"89,120","152,026",0.04,4.19,8.24,,16404.66667,4.39899977,0.209707946,163275480,0.647024632,3.60100174,5.050999403,0.035591125,4.189697266,4.338241577,22,22,56044,22,23,66126,22,22,56044,752,87916,126047
310627854,0.0750,0.6800,4.2570,18,18,"65,694",18,19,"66,488",18,18,"65,694",224,"18,865","103,535",0.03,2.08,4.34,,20593.66667,1.978968064,0.209404205,645082137,0.144999266,1.492999315,3.34220624,0.033111572,2.11517334,4.330184937,19,19,63419,19,20,63419,19,19,63419,320,32742,81377
310857246,0.0570,2.1340,4.6000,20,20,"62,846",20,21,"66,488",20,20,"62,846",165,"51,307","112,841",0.01,2.14,4.34,,20322,2.121993065,0.207716431,136825074,2.120000362,5.540999413,5.535999537,0.131210327,4.190200806,4.337738037,24,24,49166,24,25,65982,24,24,49166,1214,139958,136023
312045678,0.0000,0.0000,,1,1,,1,1,,1,1,,1,1,,0.00,0.00,,,21313.33333,1.544332902,0.207036634,435872601,0.09700036,1.570905447,4.268998384,0.033111572,2.1146698,4.338241577,19,19,61743,19,20,66123,19,19,61743,285,33565,115131
314870562,0.0100,0.8290,1.7350,17,17,"38,915",17,18,"38,915",17,17,"38,915",49,"19,690","41,985",0.01,2.07,2.22,,19857.33333,2.382004897,0.206715907,560134278,0.26699996,2.886978388,3.212000847,0.033355713,4.189697266,4.320617676,22,22,60922,22,23,60922,22,22,60922,350,72115,75235
315024867,0.5600,1.4970,2.3980,19,19,"51,451",19,20,"51,451",19,19,"51,451",464,"34,353","58,698",0.03,2.12,4.28,,21333.66667,1.493000348,0.202179386,123745860,0.014000177,0.316999197,4.301999331,0.008491516,0.536621094,4.338241577,16,16,63908,16,17,66126,16,16,63908,57,7381,109929
315704826,0.2167,2.3150,5.9470,20,20,"35,618",20,21,"66,122",20,20,"35,618",451,"51,617","151,010",0.03,2.15,8.24,,19217.66667,2.70933334,0.201584113,530647821,0.332999706,3.778014898,3.035000086,0.033355713,4.189697266,4.315582275,22,22,59528,22,23,59528,22,22,59528,352,92683,72281
