,Column Labels,,,,,,,,,,,,,,,,,,,21494.66667,40.00290958,4.937382115,,,,,RAM,RAM,RAM,Path Cost,Path Cost,Path Cost,Max Depth,Max Depth,Max Depth,Search Depth,Search Depth,Search Depth,Expanded Nodes,Expanded Nodes,Expanded Nodes
,Run Time,,,Path Cost,,,Max Depth,,,Search Depth,,,Expanded Nodes,,,RAM,,,,8103.666667,47.13163519,4.863846145,Starting Grid,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS
Row Labels,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,,14853.33333,32.03324485,3.489631066,45812763,109.0007615,7.530999899,3.476967335,0.536712646,8.075897217,4.333206177,28,28,64428,28,29,64438,28,28,64428,8873,179427,85402
436127850,0.2410,3.0645,3.1390,22,22,"59,902",22,23,"59,902",22,22,"59,902",374,"75,489","73,500",0.03,4.19,4.32,,14747.66667,3.480722745,-0.02023492,713048526,0.685999632,4.001998425,2.390999556,0.034667969,4.198760986,4.279830933,23,23,50687,23,24,50687,23,23,50687,596,101526,57518
436285071,1.0270,5.5240,0.2240,24,24,"5,284",24,25,"5,284",24,24,"5,284",755,"132,354","5,429",0.04,4.19,0.53,,14081,3.864866734,-0.020308844,186453720,1.709001064,4.921548128,2.106999874,0.129341125,4.190200806,2.265731812,24,24,47382,24,25,47382,24,24,47382,889,117481,52674
436815702,42.3706,7.0282,4.2780,27,27,"63,587",27,28,"66,123",27,27,"63,587","4,749","174,831","110,769",0.52,8.07,4.34,,16510,2.448160966,-0.022134264,267815403,0.193001747,4.972168207,5.276998281,0.033355713,4.198760986,4.338241577,23,23,44197,23,24,66123,23,23,44197,372,117157,141726
437186025,5.3385,6.9889,2.4710,26,26,"52,168",26,27,"52,168",26,26,"52,168","1,749","163,489","60,178",0.13,4.19,4.29,,15844.66667,2.817861795,-0.023885464,751234608,5.127000332,4.635632038,1.831967831,0.132881165,4.198760986,2.24105835,23,23,42197,23,24,42197,23,23,42197,1659,112244,45962
451083627,0.7100,3.0998,3.5410,21,21,"63,373",21,22,"63,373",21,21,"63,373",567,"76,924","81,251",0.03,4.17,4.33,,18943,1.016334216,-0.025531325,147306285,0.570000172,4.192614317,2.58186841,0.03427887,4.197753906,4.275299072,22,22,49486,22,23,49486,22,22,49486,540,105170,55605
451380726,5.3260,4.2946,1.0160,23,23,"24,909",23,24,"24,909",23,23,"24,909","1,654","108,819","25,975",0.13,4.20,2.15,,17812,1.640504519,-0.029033693,56238741,1.315999269,4.915585756,2.22200036,0.035591125,4.190200806,2.265731812,24,24,47486,24,25,47486,24,24,47486,796,124906,53297
451762803,2.0980,2.9730,2.2595,23,21,"44,745",23,22,"44,745",23,21,"44,745","1,274","73,786","49,159",0.13,4.17,2.25,,18247.33333,1.38334918,-0.02975935,631720458,0.001999855,0.112001419,2.935001373,0.002403259,0.138961792,4.305007935,13,13,56803,13,14,56803,13,13,56803,17,2993,67528
451802736,1.8009,3.9915,1.9010,22,22,"41,970",22,23,"41,970",22,22,"41,970","1,064","100,317","45,696",0.13,4.20,2.24,,16685,2.282402198,-0.030078368,482756130,0.092000723,1.943999767,2.885513067,0.009101868,2.137329102,4.291412354,20,20,53396,20,21,53396,20,20,53396,183,43720,61552
452306871,2.5770,3.8330,0.7690,22,22,"18,608",22,23,"18,608",22,22,"18,608","1,121","96,963","19,257",0.13,4.20,2.12,,16846,2.167983532,-0.032715947,258601347,0.13800025,1.251047611,2.76099968,0.032897949,2.096038818,4.296951294,18,18,54706,18,19,54706,18,18,54706,236,29551,63794
467180523,1.6320,5.7480,0.8160,25,25,"20,363",25,26,"20,363",25,25,"20,363",946,"143,997","21,106",0.13,4.20,2.13,,13221,4.240171274,-0.035153554,701265438,1.20200038,3.319999695,2.325206518,0.035102844,4.171066284,4.277313232,21,21,50013,21,22,50013,21,21,50013,770,78063,56380
467308512,0.5510,4.1927,3.7990,22,22,"65,960",22,23,"66,071",22,22,"65,960",537,"94,222","97,155",0.03,4.20,4.34,,11435,5.191333214,-0.04491451,75834162,0.372000694,3.734948158,2.397001743,0.033630371,4.189697266,4.278823853,22,22,50494,22,23,50494,22,22,50494,398,89645,57597
470618253,6.9298,6.8885,3.8620,26,26,"66,100",26,27,"66,150",26,26,"66,100","2,389","166,939","93,234",0.14,8.08,4.34,,11413,5.201490164,-0.04522604,754086123,0.384000778,6.479001522,5.85751152,0.034667969,4.198760986,8.24206543,25,25,39613,25,26,66056,25,25,39613,660,155846,147129
472163805,0.0220,0.5400,5.4345,17,17,"48,089",17,18,"66,123",17,17,"48,089",113,"13,134","137,086",0.01,0.56,4.34,,17302.33333,1.781172991,-0.04785908,285640317,6.717999458,2.912000895,5.94399929,0.133872986,4.171066284,8.239044189,23,21,34261,23,22,66125,23,21,34261,1796,73200,152398
475168032,5.4910,5.4970,0.5680,24,24,"13,930",24,25,"13,930",24,24,"13,930","1,695","131,753","14,331",0.13,4.19,2.09,,16269.66667,2.375544628,-0.048055455,526431807,7.080000877,6.507600307,2.016869307,0.133872986,4.198760986,2.201278687,25,25,34189,25,26,34189,25,25,34189,1940,157978,36257
475260381,0.0830,1.3338,0.0970,19,19,"2,533",19,20,"2,533",19,19,"2,533",161,"32,909","2,603",0.01,2.12,0.14,,13214.66667,4.026333491,-0.061832245,146058723,0.141999483,2.643520832,2.557998657,0.032897949,2.172576904,4.284866333,21,21,51865,21,22,51865,21,21,51865,242,58591,59304
476231580,5.1650,6.9588,5.2145,26,26,"51,726",26,27,"66,126",26,26,"51,726","1,769","168,181","132,256",0.13,8.08,4.34,,16789.66667,1.958359083,-0.062417423,506382174,1.730000257,3.249605656,2.147027969,0.129890442,4.171569824,4.271774292,23,21,48765,23,22,48765,23,21,48765,932,78225,54606
476801523,1.9717,6.7203,4.3390,26,26,"64,168",26,27,"66,122",26,26,"64,168","1,173","167,012","109,050",0.13,8.09,4.34,,14420.66667,3.303504388,-0.065122409,576134820,0.272000313,5.845999479,5.961000681,0.033935547,4.190200806,8.239044189,24,24,39596,24,25,66126,24,24,39596,490,133898,146908
478120653,0.1940,1.4580,1.8910,19,19,"40,189",19,20,"40,189",19,19,"40,189",256,"31,267","43,465",0.03,2.11,2.23,,2603,10.11882512,-0.065722313,154260378,0.024999857,0.496077538,5.353999853,0.00868988,0.530075073,4.338241577,15,15,50339,15,16,66125,15,15,50339,88,6482,134136
478630215,27.4630,6.7917,3.5710,27,27,"62,551",27,28,"62,551",27,27,"62,551","3,774","171,292","79,582",0.52,8.07,4.33,,15673.33333,2.538999875,-0.070221037,86543172,1.437804222,6.56270957,1.909999371,0.129890442,4.190200806,2.24609375,26,26,43210,26,27,43210,26,26,43210,1029,161320,47548
482567130,0.4990,3.9130,0.0530,22,22,"1,470",22,23,"1,470",22,22,"1,470",497,"85,629","1,510",0.03,4.19,0.13,,15123.33333,2.840999285,-0.072112105,802351764,23.54299974,6.463476181,0.349999428,0.141059875,4.198760986,0.549209595,25,25,7759,25,26,7759,25,25,7759,3457,155234,7963
482756130,0.0920,1.9440,2.8855,20,20,"53,396",20,21,"53,396",20,20,"53,396",183,"43,720","61,552",0.01,2.14,4.29,,15795.33333,2.444324414,-0.073197719,683201574,0.032999992,2.206999302,5.377000332,0.00868988,2.148910522,4.338241577,20,20,46980,20,21,66122,20,20,46980,101,50847,138491
485062137,0.0420,0.6357,3.5430,17,17,"63,621",17,18,"63,625",17,17,"63,621",110,"15,154","82,079",0.01,2.06,4.33,,17136.66667,1.624068737,-0.078858133,71645382,2.558999777,3.741997957,2.222000122,0.130508423,4.189697266,2.256164551,22,22,45326,22,23,45326,22,22,45326,1108,95377,50403
485130276,27.0046,6.9499,4.0690,27,27,"66,027",27,28,"66,125",27,27,"66,027","4,757","172,493","100,081",0.52,8.07,4.34,,17951,1.134333452,-0.081282878,216475038,1.561999321,3.437973976,2.332999945,0.129341125,4.189697266,2.265228271,22,22,47342,22,23,47342,22,22,47342,904,80727,53092
486572130,0.0120,3.8270,4.9940,22,22,"57,954",22,23,"66,126",22,22,"57,954",82,"89,091","122,627",0.01,4.19,4.34,,17731.33333,1.260527134,-0.081354065,651732084,0.506000519,1.856999636,2.509206057,0.03427887,2.136825562,4.282852173,20,20,51370,20,21,51370,20,20,51370,500,43744,59016
502173846,5.9470,6.5613,4.7095,25,25,"60,141",25,26,"66,123",25,25,"60,141","2,377","157,057","118,541",0.14,4.20,4.34,,15237,2.679355065,-0.083893423,158623704,0.033999443,0.773000717,2.596000195,0.008811951,2.067337036,4.292922974,17,17,53819,17,18,53826,17,17,53819,96,18419,62270
502786413,0.2410,4.9210,5.2440,23,23,"56,741",23,24,"66,123",23,23,"56,741",467,"116,469","124,758",0.03,4.20,4.34,,17828,1.171666384,-0.08541089,712843650,0.063998461,1.016583204,2.700999737,0.009101868,2.085464478,4.290405273,18,18,53158,18,19,53158,18,18,53158,157,25594,61177
506382174,1.7300,3.2496,2.1470,23,21,"48,765",23,22,"48,765",23,21,"48,765",932,"78,225","54,606",0.13,4.17,4.27,,15084,2.748109182,-0.086290933,582036147,1.391582489,4.39148283,2.254999876,0.130508423,4.198760986,2.257171631,23,23,45665,23,24,45665,23,23,45665,1031,112268,50607
506431287,24.9930,7.1097,1.1680,27,27,"27,005",27,28,"27,005",27,27,"27,005","3,763","171,845","28,211",0.52,8.07,2.16,,11040,5.067340771,-0.088086931,742831065,0.092000246,0.700998783,2.722000122,0.009101868,2.076400757,4.291915894,18,18,53448,18,19,53448,18,18,53448,190,17649,62187
506837241,13.4612,7.5900,4.6820,29,29,"61,531",29,30,"66,123",29,29,"61,531","3,953","181,028","115,547",0.52,8.07,4.34,,17163,1.485006889,-0.094051913,86143752,0.938001156,5.194000721,2.112325668,0.035102844,4.190200806,2.255661011,24,24,45204,24,25,45204,24,24,45204,786,124879,50232
510827634,22.4156,6.6865,4.8750,26,26,"56,084",26,27,"66,488",26,26,"56,084","3,769","165,569","126,173",0.52,8.08,4.34,,11113.33333,4.955007633,-0.096674808,376582140,6.56999898,7.048181534,1.583841801,0.133872986,8.075897217,2.195739746,26,26,33068,26,27,33068,26,26,33068,1946,169690,34965
512384760,0.1570,1.0209,0.2980,18,18,"6,942",18,19,"6,942",18,18,"6,942",242,"21,261","7,119",0.03,2.08,0.54,,13193.66667,3.745918353,-0.097715911,315024867,0.560000896,1.496992588,2.398027182,0.033935547,2.11668396,4.282852173,19,19,51451,19,20,51451,19,19,51451,464,34353,58698
512743068,0.8220,1.6875,2.1570,20,20,"46,836",20,21,"46,836",20,20,"46,836",628,"38,337","52,436",0.03,2.14,2.26,,15767.33333,2.21617953,-0.103165217,245678031,8.542000055,4.94352603,1.379496813,0.134994507,4.190200806,2.196243286,24,24,33292,24,25,33292,24,24,33292,2063,122429,35362
513062874,16.6500,6.0205,5.3480,25,25,"46,921",25,26,"66,056",25,25,"46,921","2,915","145,724","138,687",0.14,4.20,4.34,,15400.66667,2.383700768,-0.108573431,286170534,0.173243761,5.036999702,6.027511597,0.033630371,4.198760986,8.239044189,23,23,39535,23,24,66125,23,23,39535,414,106223,146943
514037286,0.7980,5.0845,3.7445,23,23,"65,777",23,24,"65,797",23,23,"65,777",654,"111,695","95,284",0.04,4.20,4.34,,16041,1.99883612,-0.110452101,45736128,0.393000841,4.0345397,2.220998049,0.033630371,4.189697266,2.264724731,22,22,47258,22,23,47258,22,22,47258,439,86637,52990
514382607,0.0190,0.2610,3.8990,15,15,"65,975",15,16,"66,072",15,15,"65,975",106,"7,229","96,925",0.01,0.53,4.34,,12019.33333,4.277616819,-0.115628969,572348160,1.825000763,3.122101545,2.203999996,0.129890442,4.189697266,2.260192871,22,22,46158,22,23,46158,22,22,46158,953,76900,51032
516437082,0.1500,3.3746,3.2935,22,22,"61,234",22,23,"61,234",22,22,"61,234",253,"84,270","76,413",0.03,4.19,4.32,,16165.66667,1.879837513,-0.116223595,472163805,0.021998644,0.539998531,5.434511185,0.008811951,0.559783936,4.338241577,17,17,48089,17,18,66123,17,17,48089,113,13134,137086
517408263,8.6809,7.1120,3.5340,26,26,"62,128",26,27,"62,128",26,26,"62,128","2,969","172,593","78,629",0.14,8.09,4.33,,15884.33333,2.035542011,-0.117040368,240537168,2.739335775,3.830515385,6.262999296,0.132881165,4.189697266,8.239044189,24,22,36012,24,23,66488,24,22,36012,1699,89828,150725
521607843,45.6790,6.9387,4.1010,26,26,"65,970",26,27,"66,071",26,26,"65,970","4,714","166,905","97,108",0.52,8.09,4.34,,15305,2.347999732,-0.119725143,103624785,0.009000063,0.129000425,5.501512051,0.002548218,0.137954712,4.338241577,13,13,48471,13,14,66123,13,13,48471,37,2562,136600
524376081,2.8240,5.2370,0.2900,24,24,"6,868",24,25,"6,868",24,24,"6,868","1,227","130,791","7,065",0.13,4.19,0.54,,13874.33333,3.153264761,-0.122227657,761824305,0.795999289,2.944869041,2.365757704,0.033630371,4.171569824,2.266738892,21,21,47611,21,22,47611,21,21,47611,434,71497,53007
526431807,7.0800,6.5076,2.0169,25,25,"34,189",25,26,"34,189",25,25,"34,189","1,940","157,978","36,257",0.13,4.20,2.20,,15589.33333,2.153999249,-0.123393557,107653842,0.059000015,1.645998716,5.339000463,0.009101868,2.11567688,4.338241577,19,19,45877,19,20,66123,19,19,45877,183,36207,139634
527406318,0.4890,4.0570,5.8230,22,22,"34,522",22,23,"66,122",22,22,"34,522",721,"95,047","152,092",0.04,4.20,8.24,,14929.66667,2.443505287,-0.134580668,214760385,1.218796968,2.856999636,5.383997679,0.035591125,4.171066284,8.239044189,21,21,41581,21,22,66125,21,21,41581,833,66242,144715
527831406,0.5398,4.5228,5.7605,23,23,"47,429",23,24,"66,123",23,23,"47,429",625,"111,490","137,940",0.03,4.20,4.34,,14948,2.427016179,-0.135305442,763402815,0.010998487,1.032999754,5.417999506,0.008491516,2.092514038,4.338241577,18,18,46732,18,19,66122,18,18,46732,58,25249,138778
528317640,0.0970,0.6660,3.5693,18,18,"64,690",18,19,"64,707",18,18,"64,690",197,"17,451","87,181",0.01,2.08,4.33,,17484.66667,0.958223343,-0.135898141,451762803,2.098002195,2.973000526,2.25951314,0.131210327,4.171569824,2.253143311,23,21,44745,23,22,44745,23,21,44745,1274,73786,49159
528647031,0.9390,3.2256,2.0080,22,22,"40,046",22,23,"40,046",22,22,"40,046",685,"82,393","43,430",0.04,4.19,2.23,,16753.33333,1.335999489,-0.141331072,123548076,1.116000175,4.004047394,2.161000967,0.035102844,4.189697266,2.253646851,22,22,44800,22,23,44800,22,22,44800,782,93046,49714
530647821,0.3330,3.7780,3.0350,22,22,"59,528",22,23,"59,528",22,22,"59,528",352,"92,683","72,281",0.03,4.19,4.32,,17486,0.887999852,-0.144417693,215438670,0.033998489,0.118000269,2.72267127,0.00868988,0.141983032,4.287384033,14,14,52426,14,15,52426,14,14,52426,104,3329,60031
536217840,3.3546,6.9501,,26,26,,26,27,,26,26,,"1,506","160,898",,0.13,4.19,,,11635,4.218506495,-0.15008753,156428037,0.026999474,1.451999426,2.528999567,0.00868988,2.085464478,4.277816772,18,18,50224,18,19,50224,18,18,50224,87,25893,57170
540127638,1.8720,3.7820,1.0430,40,40,"25,600",40,42,"25,600",40,40,"25,600","1,292","90,306","26,292",0.07,4.27,4.16,,14428,2.5770003,-0.153719648,342518670,0.009000778,0.040999651,2.613999128,0.002548218,0.131912231,4.287384033,12,12,52434,12,13,52434,12,12,52434,42,1145,60040
541267830,7.3601,6.9662,4.0470,26,26,"65,792",26,27,"66,126",26,26,"65,792","2,896","161,023","102,230",0.14,4.19,4.34,,751.6666667,10.45581404,-0.155445689,837120564,4.294999361,6.841314793,1.519205332,0.132881165,4.198760986,2.204803467,25,25,34855,25,26,34855,25,25,34855,1554,156746,37083
541387620,0.0230,0.2870,0.4560,16,16,"11,476",16,17,"11,476",16,16,"11,476",81,"8,391","11,791",0.01,0.54,0.57,,16104.66667,1.514293909,-0.165381205,620748153,0.094000101,1.984999895,5.652000904,0.009269714,2.136825562,4.338745117,20,20,43244,20,21,66488,20,20,43244,201,49032,142883
542087631,2.9160,4.7180,2.3450,23,23,"51,143",23,24,"51,143",23,23,"51,143","1,202","114,907","58,167",0.13,4.20,4.28,,14689.33333,2.314666033,-0.167398425,345160287,24.47151089,6.557931185,0.338000059,0.139266968,4.198760986,0.139968872,25,25,2205,25,26,2205,25,25,2205,3346,153399,2267
547328160,0.5010,3.2190,4.7150,22,22,"63,470",22,23,"66,126",22,22,"63,470",642,"77,643","111,066",0.03,4.19,4.34,,16564.66667,1.156333288,-0.176725901,671324085,0.464999199,1.857881784,2.220000744,0.033935547,2.136825562,4.269256592,20,20,48274,20,21,48274,20,20,48274,455,41473,54337
547382601,0.1410,1.3391,4.5725,19,19,"64,887",19,20,"66,123",19,19,"64,887",220,"29,767","106,442",0.03,2.11,4.34,,13379,2.954081535,-0.181726151,124658370,0.347998619,0.965000153,5.630999327,0.033630371,2.081939697,4.338241577,18,18,44032,18,19,66126,18,18,44032,397,22478,141944
548621307,0.6580,3.1778,2.7840,21,21,"54,709",21,22,"54,709",21,21,"54,709",533,"73,982","63,802",0.03,4.17,4.30,,15342.33333,1.813633998,-0.182630028,750243168,0.025999546,1.056000471,2.386999846,0.008583069,2.083953857,4.274795532,18,18,49658,18,19,49658,18,18,49658,84,23892,55850
548702163,2.4940,5.9434,1.6190,24,24,"36,912",24,25,"36,912",24,24,"36,912","1,191","144,982","39,503",0.13,4.20,2.21,,14004.66667,2.56445837,-0.185226809,124076358,0.57703805,2.846206188,5.439000368,0.035591125,4.171066284,8.24206543,21,21,40095,21,22,66056,21,21,40095,773,68092,146641
560134278,0.2670,2.8870,3.2120,22,22,"60,922",22,23,"60,922",22,22,"60,922",350,"72,115","75,235",0.03,4.19,4.32,,1522.333333,9.765170256,-0.185606069,731685204,0.558998108,2.69990468,2.181999207,0.03427887,2.172576904,2.259185791,21,21,45985,21,22,45985,21,21,45985,514,63654,50789
561382407,0.4870,2.5460,5.9920,21,21,"32,883",21,22,"66,123",21,21,"32,883",727,"60,416","153,736",0.04,2.17,8.24,,15950.33333,1.397230625,-0.190666334,451802736,1.800858974,3.991517067,1.900999069,0.130508423,4.197753906,2.24005127,22,22,41970,22,23,41970,22,22,41970,1064,100317,45696
563082741,0.1010,2.6428,,21,21,,21,22,,21,21,,197,"64,523",,0.01,2.17,,,15474.33333,1.64800024,-0.193602863,867243501,21.71251011,7.343999863,0.239000797,0.516059875,8.073379517,0.529067993,29,29,4509,29,30,4509,29,29,4509,3574,180976,4626
563218704,0.0290,1.7486,0.0900,19,19,"2,507",19,20,"2,507",19,19,"2,507",84,"42,101","2,576",0.01,2.12,0.14,,15625.33333,1.555513382,-0.194258106,712864305,0.301999807,1.521691322,2.368000746,0.033355713,2.11416626,2.267242432,19,19,47813,19,20,47813,19,19,47813,352,33387,53251
563821740,0.1940,3.8450,3.4080,22,22,"62,996",22,23,"62,996",22,22,"62,996",269,"90,147","80,827",0.03,4.19,4.33,,16351.33333,1.127333005,-0.195385552,287054163,0.096000433,2.691000223,2.157000065,0.009101868,4.171066284,2.260696411,21,21,46381,21,22,46381,21,21,46381,173,68916,51556
564027813,0.2440,4.7770,0.1540,23,23,"3,561",23,24,"3,561",23,23,"3,561",305,"116,388","3,655",0.03,4.20,0.52,,12680.66667,3.244999568,-0.19547736,512743068,0.822000265,1.687539577,2.157000303,0.034667969,2.135314941,2.262710571,20,20,46836,20,21,46836,20,20,46836,628,38337,52436
564208173,0.0240,2.1280,3.4190,20,20,"63,376",20,21,"63,393",20,20,"63,376",83,"45,783","81,882",0.01,2.15,4.33,,7745.333333,6.015531619,-0.20501421,62158743,0.062000275,0.953000307,2.366998434,0.008811951,2.078414917,4.272277832,18,18,49018,18,19,49018,18,18,49018,144,19201,55363
564287301,0.9630,4.9026,4.0770,23,23,"64,733",23,24,"66,123",23,23,"64,733",758,"121,739","106,998",0.04,4.20,4.34,,16438.66667,0.994106452,-0.205545222,26713854,0.071001053,3.436998844,6.226998806,0.032707214,4.189697266,8.24206543,22,22,37998,22,23,65982,22,22,37998,233,84215,148833
568243710,4.0910,6.4681,0.2580,26,26,"6,104",26,27,"6,104",26,26,"6,104","1,506","157,117","6,262",0.13,4.19,0.54,,8699,5.448320309,-0.207078808,850731246,3.475082874,7.955000639,6.616511345,0.134994507,8.075897217,8.239044189,26,26,23184,26,27,66488,26,26,23184,2023,168341,162472
572348160,1.8250,3.1221,2.2040,22,22,"46,158",22,23,"46,158",22,22,"46,158",953,"76,900","51,032",0.13,4.19,2.26,,12320,3.352127949,-0.207868889,432587016,0.007000923,0.622000217,2.353318214,0.002548218,0.545684814,4.273788452,16,16,49284,16,17,49284,16,16,49284,33,11740,55778
573628401,0.1680,3.4367,0.5550,21,21,"13,721",21,22,"13,721",21,21,"13,721",256,"76,843","14,115",0.03,4.17,2.09,,10052.33333,4.610554457,-0.214037596,845216703,9.025999546,6.195961237,1.123000145,0.134994507,4.198760986,2.157974243,25,25,26047,25,26,26047,25,25,26047,2110,148955,27189
573860412,0.9850,6.9490,4.7690,25,25,"57,949",25,26,"66,125",25,25,"57,949",699,"160,779","122,616",0.04,4.20,4.34,,14438,2.077474912,-0.214285841,548702163,2.494000196,5.943384409,1.618999243,0.131210327,4.197753906,2.214874268,24,24,36912,24,25,36912,24,24,36912,1191,144982,39503
576134820,0.2720,5.8460,5.9610,24,24,"39,596",24,25,"66,126",24,24,"39,596",490,"133,898","146,908",0.03,4.19,8.24,,14477.33333,2.034277598,-0.216800131,415236807,3.596664429,4.197999954,6.036998987,0.131996155,4.198760986,8.239044189,23,23,30111,23,24,66123,23,23,30111,1345,105902,156368
576140832,0.3870,4.2535,0.5320,23,23,"12,575",23,24,"12,575",23,23,"12,575",376,"104,308","12,926",0.03,4.20,2.08,,16433.33333,0.852666696,-0.223272441,820153674,1.237822056,3.029576302,1.965026379,0.129890442,4.189697266,2.24609375,22,22,43270,22,23,43270,22,22,43270,924,73275,47276
580126734,0.4750,3.7840,1.5950,22,22,"36,266",22,23,"36,266",22,22,"36,266",457,"93,763","38,707",0.03,4.19,2.21,,15156,1.549022277,-0.228279488,430827615,0.494000673,3.326961994,2.281870127,0.03427887,4.189697266,2.24659729,22,22,43388,22,23,43388,22,22,43388,560,83451,47447
580261734,2.1950,5.6490,3.3340,24,24,"63,692",24,25,"63,692",24,24,"63,692","1,074","139,218","81,847",0.13,4.19,4.33,,11563.33333,3.584267934,-0.232959634,125487036,0.003999949,0.088999748,2.465000391,0.002403259,0.133926392,4.273788452,12,12,49276,12,13,49276,12,12,49276,22,1843,55768
580321647,0.1160,1.3225,4.6610,18,18,"59,428",18,19,"66,488",18,18,"59,428",203,"26,653","120,372",0.01,2.09,4.34,,14932,1.636999766,-0.233345218,384207615,0.1850667,2.368000746,2.093999386,0.033355713,2.149414063,2.256668091,20,20,45428,20,21,45428,20,20,45428,324,53819,50030
582036147,1.3916,4.3915,2.2550,23,23,"45,665",23,24,"45,665",23,23,"45,665","1,031","112,268","50,607",0.13,4.20,2.26,,9760,4.596438408,-0.236464064,310256784,1.270803452,3.455999851,6.0260005,0.035591125,4.189697266,8.239044189,22,22,34646,22,23,66488,22,22,34646,806,89120,152026
582340761,4.8370,4.9260,0.5900,23,23,"13,555",23,24,"13,555",23,23,"13,555","1,483","120,915","13,945",0.13,4.20,2.08,,16195.33333,0.821665843,-0.2439237,185602734,1.000998974,1.955000401,1.954999924,0.035102844,2.148910522,2.253143311,20,20,44756,20,21,44756,20,20,44756,675,49774,49173
582341076,5.2910,5.3777,4.5170,24,24,"58,754",24,25,"65,982",24,24,"58,754","1,948","130,358","121,371",0.13,4.19,4.34,,11522,3.456333478,-0.25157875,247563180,2.501805544,5.375510931,5.911998749,0.130508423,4.190200806,8.239044189,24,24,29232,24,25,66126,24,24,29232,1138,136484,157199
583047621,0.5120,5.3194,0.3740,23,23,"9,095",23,24,"9,095",23,23,"9,095",496,"121,060","9,355",0.03,4.20,0.56,,12716.66667,2.76315999,-0.252033531,430152678,0.000999212,0.005999565,2.457998753,0.002403259,0.009689331,4.270263672,8,8,48570,8,9,48570,8,8,48570,10,173,54326
584623017,0.2360,3.4096,0.8460,22,22,"17,928",22,23,"17,928",22,22,"17,928",337,"84,957","18,515",0.03,4.19,2.11,,7376.666667,5.786325614,-0.259228423,527406318,0.489001036,4.057000637,5.822998762,0.035102844,4.197753906,8.239044189,22,22,34522,22,23,66122,22,22,34522,721,95047,152092
587604231,0.8450,5.6180,0.1130,24,24,"3,112",24,25,"3,112",24,24,"3,112",614,"138,718","3,198",0.03,4.20,0.52,,11961.66667,3.119000038,-0.261832662,75326841,1.630509138,5.023971558,1.634999275,0.129890442,4.190200806,2.220916748,24,24,38102,24,25,38102,24,24,38102,940,120608,41066
601423587,25.7070,6.4101,1.1280,25,25,"24,837",25,26,"24,837",25,25,"24,837","3,531","160,610","25,896",0.14,4.20,2.15,,14722,1.524837573,-0.261969923,173845026,9.911999941,6.511949539,0.935027361,0.134994507,4.190200806,2.134811401,26,26,22078,26,27,22078,26,26,22078,2292,157189,22952
602348517,0.0700,0.6390,5.8725,17,17,"35,631",17,18,"66,123",17,17,"35,631",155,"14,050","150,971",0.01,0.56,8.24,,14101.33333,1.862618049,-0.26447457,246857103,1.460999489,6.288999319,1.607001305,0.129341125,4.198760986,2.209838867,25,25,35835,25,26,35835,25,25,35835,884,159186,38231
602453871,13.0070,5.8931,0.5410,25,25,"10,941",25,26,"10,941",25,25,"10,941","2,553","144,818","11,243",0.14,4.20,0.57,,7849.666667,5.454808791,-0.2664091,61542783,0.268998861,2.284000635,2.021513224,0.033355713,2.136825562,2.25062561,20,20,44126,20,21,44126,20,20,44126,328,52997,48727
602748153,0.0630,1.2819,3.3730,19,19,"65,083",19,20,"65,087",19,19,"65,083",158,"30,919","88,911",0.01,2.11,4.34,,8240,5.203503688,-0.26960279,63745821,0.093000412,3.590854883,1.903998852,0.032897949,4.189697266,2.24156189,22,22,42260,22,23,42260,22,22,42260,262,86813,46270
603257814,0.2150,4.9810,4.3270,23,23,"62,347",23,24,"66,123",23,23,"62,347",388,"123,118","113,787",0.03,4.20,4.34,,15334.66667,1.060504119,-0.275555194,862054137,9.486999989,5.915599823,0.961826563,0.136253357,4.198760986,2.142868042,25,25,23499,25,26,23499,25,25,23499,2330,146289,24445
604137528,1.1810,4.2626,0.4480,23,23,"10,571",23,24,"10,571",23,23,"10,571",824,"104,756","10,862",0.04,4.20,0.57,,15083.33333,1.159332991,-0.28122483,53687124,2.659335136,7.294701338,5.65647459,0.133872986,8.075897217,8.24206543,26,26,24668,26,27,65982,26,26,24668,1773,165847,161037
610752834,0.0340,0.8390,6.7250,18,18,"22,242",18,19,"66,488",18,18,"22,242",165,"20,735","163,256",0.01,2.08,8.24,,13358.66667,2.108537674,-0.286883949,763528410,0.00600028,0.785511255,2.39000082,0.002471924,2.081436157,2.259185791,18,18,45968,18,19,45968,18,18,45968,28,21978,50771
613078245,6.0222,6.1920,,25,25,,25,26,,25,25,,"2,362","158,255",,0.14,4.20,,,5906,6.386979183,-0.289661222,73241685,0.37899971,0.947999954,2.150999308,0.033630371,2.083953857,2.255661011,20,18,45212,20,19,45212,20,18,45212,402,23942,50240
614087523,0.1070,2.7403,0.8180,21,21,"19,881",21,22,"19,881",21,21,"19,881",200,"58,829","20,586",0.01,2.17,2.12,,13363.33333,2.057520549,-0.292811584,384162570,0.839999437,3.719614029,1.765999556,0.035102844,4.189697266,2.230484009,22,22,40032,22,23,40032,22,22,40032,678,89066,43281
